ligand	avg_energy	max_energy	min_energy	avg_rsmd
CC[C@H]1CC(=O)[C@@H](N2C=CN=C3CC(=CC=C23)C(=O)O)O1	Molecule_135	-6.562404	-6.002100	-7.710400	4.995685
O=C(O)O[C@H](CO[C@H]1C[C@H](O)[C@H](O)[C@@H](O[P@](=O)(O)OP(=O)(O)O)[C@@H]1O)C(=O)OCC(=O)OO	Molecule_599	-7.385760	-6.830700	-8.257100	3.785541
CC(=CC=C1C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N1C(=O)[C@@H](O)CCC(=O)O)CC#CC1=C(C)C=CCC1	Molecule_934	-7.479152	-6.829400	-8.631100	4.234066
O=C(O)c1c(OP(=O)(O)O)cc(CO)c(O)c1O	Molecule_67	-5.715680	-5.101100	-7.062800	3.919457
O=[P@@]1(O)O[C@@H](CO)／C(=C＼[C@H]2[C@H](CO)O[C@H](O[P@](=O)(O)O[P@](=O)(O)O1)[C@H]2O)／OCCO	Molecule_498	-4.556974	-3.655800	-6.053400	6.394804
COC(=O)C[C@@H](OP(=O)(O)O)[C@@H](COCCC(=O)O)O[P@@](=O)(O)OP(=O)(O)O	Molecule_405	-6.613664	-6.112800	-7.397200	3.535343
CC1=CC(=CC=C2C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N2C(=O)[C@H](O)CCC(=O)O)CC=C1	Molecule_673	-7.127062	-6.605600	-8.166900	5.406732
O=C(O)C1=CC=C2C(=NC=CN2[C@@H]2O[C@@H](CO)CC2=O)C1	Molecule_146	-6.187278	-5.636700	-7.700600	5.337246
CCC(=C(F)F)c1ccc2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC=c2c1	Molecule_1139	-6.775194	-6.098000	-8.195600	8.905444
CCc1ccc(F)cc1C#CCC=CC=C1C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@H](O)CCC(=O)O	Molecule_992	-7.571362	-7.141500	-8.287800	4.810465
O=C(O)C=C1CCC2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CC=C2C1	Molecule_956	-7.087934	-6.579900	-8.586800	5.759552
CCNC(=O)[C@H](O[P@@](=O)(O)OP(=O)(O)O)c1cccc(OC(=O)O)c1	Molecule_279	-6.797708	-6.339400	-7.760800	3.616419
Cc1ccc(C#CCC=CC=C2C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@@H](O)CCC(=O)O)cc1	Molecule_839	-6.752804	15.458200	-8.272600	5.806242
C[C@H]1C=NO[C@@H]1CO[P@](=O)(O)OC[C@@H](CC(=O)O)OP(=O)(O)O	Molecule_204	-6.598936	-6.124700	-7.317200	4.057469
C=CN=C1CC(=C)C(=CC2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CC=C2)C1	Molecule_1151	-6.819158	-5.931100	-8.289200	7.779865
N=C(N)NNN	Molecule_14	-3.710294	-3.301400	-4.521200	13.392929
C=C(C=CCCCCCCC)C(=CC(=O)NC(=O)[C@H](O)[C@H](CNC(=O)O)COP(=O)(O)O)CC	Molecule_640	-6.340168	-6.054200	-6.885700	4.557883
CC(=O)NCc1ccc2c3c1O[P@@](=O)(O)O[C@@H]3OC(=Cc1cccc(O)c1O)N2C(=O)CCO	Molecule_631	-7.132360	-6.481000	-8.870700	5.045784
Cc1ccc(N(C(=O)CCC(=O)O)[C@H](O)CC(=O)O)c(C)c1	Molecule_162	-6.179536	-5.584100	-7.160600	3.442900
C=C(C)N[C@@H]1CC2=CCC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)C=C2[C@H](CCCO)C1	Molecule_1299	-7.032712	-6.418100	-8.554900	5.846434
CCC1=CC(=C2C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@@H](O)CCC(=O)O)CC=C1	Molecule_660	-6.849402	-6.195100	-7.696100	5.263802
Cc1[nH]nc2c1CC1=CCC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@H](O)CCC(=O)O)C=C1C2	Molecule_969	-7.012262	-6.247900	-8.870800	7.941558
CCC(=Cc1ccc2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CC=c2c1)F	Molecule_1017	-6.517888	-5.922300	-7.742600	10.172693
O=C(O)c1cc2c(cc1O)CN(C(=O)COP(=O)(O)O)CC2	Molecule_174	-6.599456	-6.031600	-7.335000	5.174574
C=CC=Cc1ccc2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CC=c2c1	Molecule_909	-6.990758	-6.362400	-8.043700	7.518208
O=C(O)NC[C@H](COP(=O)(O)O)[C@H](O)C(=O)NC(=O)C1=C(c2cccc(CC=C3CCCCC3)c2)CCC1	Molecule_776	-7.572052	-7.182200	-8.194400	4.520027
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3CC4=CC[C@H]5CC=CC5=C4CC3=CC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_1235	-7.332642	-6.635200	-9.155200	7.337723
C=C1CO[C@H]2CC[C@H](O[P@@](=O)(O)OP(=O)(O)O)[C@@]2(CO)O1	Molecule_152	-5.898462	-5.368000	-6.857600	4.568090
CCc1ccc(C#CCC(=CC=C2C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N2C(=O)[C@@H](O)CCC(=O)O)C)c(C)c1	Molecule_1109	-7.367008	-6.866200	-8.183300	3.939996
CNC1=CC=C2CC3=CCC(=C4C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N4C(=O)[C@H](O)CCC(=O)O)C=C3C[C@@H]2C1	Molecule_1146	-7.141414	-6.330600	-9.152600	7.792106
CC1=C(Cc2cccc(C3=C(C(=O)NC(=O)[C@H](O)[C@@H](CNC(=O)O)COP(=O)(O)O)CCC3)c2)CCCC1	Molecule_774	-8.302252	-7.905900	-8.886800	6.808507
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C(c3cccc(C(=O)O)c3)C=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_1026	-6.959264	-6.380800	-8.217100	5.570512
CC(=O)Nc1ccc2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC=c2c1	Molecule_916	-6.929550	-6.238200	-8.503600	7.426060
O=C(O)c1c(OP(=O)(O)O)cc(CO)c(COCCO)c1O	Molecule_170	-5.999180	-5.488600	-6.737300	4.368108
CN1C(=O)C[C@H](C(=O)O)O[C@@H]1[C@@H](CO)O[P@@](=O)(O)OP(=O)(O)O	Molecule_199	-6.236906	-5.382000	-7.885600	3.886572
CC1=CC(=c2ccc3=CC(=C4C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N4C(=O)[C@@H](O)CCC(=O)O)CCc3n2)CC=N1	Molecule_1238	-7.138708	-6.539600	-8.860500	7.882582
O=C(O)CC[C@H](O)C(=O)N1C(=CC=C2C=C[C@H]3CC(=O)C=CC3=C2)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_875	-7.098440	-6.496100	-8.118800	5.147410
Cc1cc(CC2=CCCC2)cc(O)c1CC1=CC(=CCC1)C1=C(C(=O)NC(=O)[C@H](O)[C@@H](CNC(=O)O)COP(=O)(O)O)CCC1	Molecule_1319	-8.321740	-7.843800	-9.306700	6.389418
CO[C@@H]1C=CC(=CC=C2C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@H](O)CCC(=O)O)C=C1	Molecule_718	-6.808498	-6.211700	-7.630400	4.758552
O=C(O)CC[C@@H](O)C(=O)N1C(=CC=C2C=C[C@@H](O)C=C2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_690	-7.249224	-6.525700	-8.502900	4.880720
O=C(O)C(=C1O[C@@H](CO[P@@](=O)(O)OP(=O)(O)O)O[C@@H]1CO)O	Molecule_178	-6.428746	-5.958700	-7.437700	3.918022
Cc1ccccc1CC1=CC(=CCC1)C(=CC(=O)NC(=O)[C@@H](O)[C@@H](CNC(=O)O)COP(=O)(O)O)C(C)C	Molecule_754	-7.970340	-7.562800	-8.616800	5.055352
CC1(C)C[C@@H](CO)C(=O)N2Cc3c(cc(C(=O)O)cc3OP(=O)(O)O)C=C12	Molecule_393	-7.047810	-6.353100	-8.307700	5.451714
C=C1NCCC2=C(C#CCC(=CC=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@H](O)CCC(=O)O)C)[C@@H]3CCC[C@H]3C[C@H]12	Molecule_1560	-7.632918	-7.212100	-8.469200	4.700420
CC(=CO)N=C1C=CC2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC=C2C1	Molecule_1025	-6.999492	-6.282200	-9.013300	6.896780
CCC1=CC[C@@H]2C(=O)NCCC2=C1C#CCC(=CC=C1C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@@H](O)CCC(=O)O)C	Molecule_1468	-7.560435	-6.991100	-8.408800	4.277066
CC(=O)N[C@H]1CC2=CCC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)C=C2[C@H]2C[C@H](C(=O)O)C[C@@H]12	Molecule_1511	-7.096358	-6.389300	-8.483800	7.619156
CC=CC1=CC(=C2C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@@H](O)CCC(=O)O)CC=C1	Molecule_668	-6.476438	-5.874500	-8.118300	5.850009
C=C(CO[C@@H]1C[C@@H](O)[C@H](O)[C@H](O[P@](=O)(O)OP(=O)(O)O)[C@@H]1O)OC(=O)N	Molecule_355	-6.493644	-5.963100	-7.046700	4.291649
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3CC4=C(C5=CN=CC5)CC=C4CC3=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_1312	-6.979794	-6.341800	-8.266500	9.066871
CON=c1cc(C2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@H](O)CCC(=O)O)CCC2)[nH]c2c1CC(=CC2)O	Molecule_1507	-6.968458	-6.447700	-7.952900	6.912844
CCCCCCC=CC1=CC(=C2C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@@H](O)CCC(=O)O)CC=C1	Molecule_922	-6.414412	-5.758100	-7.632500	5.188594
O=C(O)Nc1cc(C[C@@H](O)CCO)c(F)c(O[C@H]2C[C@H](O)[C@H](O)[C@@H](O[P@](=O)(O)OP(=O)(O)O)[C@H]2O)c1	Molecule_682	-7.501068	-7.015200	-8.235600	4.437417
CC(=O)C#CCC=CC=C1C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N1C(=O)[C@@H](O)CCC(=O)O	Molecule_689	-7.127306	-6.634900	-7.995000	4.800991
CC(=CC=C1C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N1C(=O)[C@H](O)CCC(=O)O)CC#CC1=CC=C[C@H]2C=CC=C12	Molecule_1149	-7.392812	-6.826300	-8.695100	5.062932
O=C(O)CCO[C@H]1CO[C@H](CC(=O)O)CO[P@](=O)(O)O[P@](=O)(O)O[P@@](=O)(O)O[C@@H]1CO	Molecule_557	-4.868662	-4.298400	-5.859600	3.771715
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3CC4=C(CCO)CN=C4CC3=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_1116	-6.260776	-5.646000	-8.052000	7.977095
CC=C1C=C(C2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CC=C2)CC2=C(O)C(=O)CC[C@H]12	Molecule_1462	-7.810216	-7.159700	-9.084200	5.748973
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3C(=CC2)CC2=C(O)CC4=C2[C@H]3CCC(=C4)C(=O)O)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_1539	-6.445730	-5.671800	-7.688600	8.334584
O=C(O)NC[C@H](COP(=O)(O)O)[C@H](O)C(=O)NC(=O)C1=C(C2=CCCC(=C2)CCS)CCC1	Molecule_614	-7.090394	-6.759100	-7.783200	5.062023
O=C(O)NC(=O)C[C@@H](OP(=O)(O)O)[C@H](COCC[C@@H]1C=Cc2cc(CO)ccc2C1)OP(=O)(O)O	Molecule_643	-7.410786	-6.864200	-8.082300	5.200202
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3CC4=CC[C@H]5CCCC5=C4CC3=CC2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_1184	-7.164657	-6.325700	-9.150000	9.028704
CCCCC=C(S)C(=C(F)F)c1ccc2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CC=c2c1	Molecule_1544	-6.974092	-6.419700	-8.292300	10.234803
C[C@H]1C[C@@H]2／C=C(／OCC(=O)O)＼[C@@H](CO)O[P@](=O)(O)O[P@](=O)(O)O[P@](=O)(O)O[C@H]2C1	Molecule_458	-4.991674	-4.089600	-6.622500	7.268248
O=C(O)NC[C@H](COP(=O)(O)O)[C@H](O)[C@@H]1O[C@@H](CO)[C@@H](O)[C@H]1O	Molecule_210	-6.351478	-5.809000	-7.087700	3.603001
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3C(=CC2)Cc2ccnc4c2[C@@H]3CC=C4)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_1190	-7.497390	-6.817000	-8.830900	9.026651
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=c3ccc(=C4C=C5CC=CC=C5C[C@@H]4F)nc3CC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_1587	-7.444008	-6.557800	-9.831700	7.674028
COC[C@@H](O)[C@H](COP(=O)(O)O)OC(=O)NC(=O)N	Molecule_93	-6.016660	-5.565400	-6.653500	3.906236
CC1=CC(=c2ccc3=CC(=C4C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N4C(=O)[C@@H](O)CCC(=O)O)CCc3n2)[C@H](C)CC1	Molecule_1341	-7.367638	-6.676800	-8.964200	8.668696
O=C(O)c1cc(O)c2nc(C(=O)O)ccc2c1	Molecule_52	-6.082140	-5.392400	-7.125800	4.793669
O=C(O)NC[C@H]1[C@H](OP(=O)(O)O)CN([C@@H]2CCC=C2C(=O)O)C(=O)[C@H]1O	Molecule_312	-7.105856	-6.432800	-8.294500	4.166355
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3C(=O)CCC[C@@H]3CO2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_765	-6.915622	-6.330800	-7.763800	5.272985
CC1=C(C#CCC=CC=C2C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N2C(=O)[C@H](O)CCC(=O)O)[C@@H]2CCC[C@@H]2C1	Molecule_977	-7.243698	-6.784200	-8.360500	4.809846
C[C@H](CC(=O)O)C[C@H]1OC(=C(C(=O)O)[C@@H](O)[C@@H]1OCCO)[C@H](O)OP(=O)(O)O	Molecule_421	-6.428758	-5.890500	-7.679700	4.374271
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=c3ccc(c4c(F)cccc4F)cc3=CC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_1330	-4.765900	138.868500	-8.794700	7.073885
O=C(O)c1ccc(CN(C[C@@H]2C=CC=C2)C(=O)OP(=O)(O)O)cc1	Molecule_230	-6.483186	-5.880600	-7.140500	3.946426
O=C(O)C1=C([C@@H](O)OP(=O)(O)O)O[C@H](CC2CCCCC2)[C@@H](OCCO)[C@H]1O	Molecule_410	-6.502063	-5.844400	-7.898600	4.432167
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3C=C4C(=CC(=O)CC4=C4C=CC=CC4)CC3=CC2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_1556	-7.508808	-6.750400	-9.127600	9.424458
CC(=O)O[C@H]1[C@@H](C[C@H]2C[C@H](C)C(=O)O2)OC(=C(C(=O)O)[C@H]1O)[C@H](O)OP(=O)(O)O	Molecule_464	-6.724568	-6.157400	-7.550400	5.223892
CC(=CC=C1C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@H](O)CCC(=O)O)CC(=O)O	Molecule_649	-6.709030	-6.082200	-8.080500	4.402447
O=C(O)CCCCC(=NC(=O)C(=O)O)N1C=COC[C@H]2O[C@@H]1[C@@H](O)[C@H]2O	Molecule_333	-4.981484	-4.097500	-5.843500	4.310480
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=c3ccc(C4=CCCCC4)cc3=CC2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_1089	-7.316466	-6.525400	-8.829700	8.428200
CCNC(=O)COC(=C(O)C(=O)O)[C@@H](O)OP(=O)(O)O	Molecule_115	-5.961620	-5.526100	-6.921900	3.409334
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=c3ccc(=C4C=CCC[C@H]4F)nc3CC2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_1187	-7.372482	-6.529600	-8.440000	7.450038
CC(=CC=C1C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@@H](O)CCC(=O)O)CC#C[C@H](C)O	Molecule_721	-6.737604	-6.175500	-7.661800	4.071989
O=CN1Cc2cc(O)c(C(=O)O)cc2C[C@H]1C(=O)O	Molecule_94	-6.028534	-5.417300	-7.276800	5.707551
NCCCCN=CNC(=O)N	Molecule_27	-4.175912	1.651800	-4.991900	8.346596
N=C(O)C=c1cccc2c1=CC1=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC=C1C2	Molecule_1328	-7.039516	-6.418500	-8.263400	6.861141
OC=CO	Molecule_1	-2.697324	-2.368700	-3.220000	12.139524
CC(=C1C=C2[C@H](C)CC3=CCC(=C4C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N4C(=O)[C@@H](O)CCC(=O)O)C=C3[C@@H]2C1)O	Molecule_1218	-6.728630	-6.064000	-8.271100	8.057478
COC(=O)C[C@H](OP(=O)(O)O)[C@@H](COCCCCCC=CCO)O[P@@](=O)(O)OP(=O)(O)O	Molecule_588	-6.250008	-5.925100	-6.731400	3.779302
CC=C(C)C#CCC(=CC=C1C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N1C(=O)[C@@H](O)CCC(=O)O)C	Molecule_750	-6.524084	-5.994300	-7.346100	4.733898
CC(=CC=C1C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@H](O)CCC(=O)O)CC#CC1=C2CCNCC2=C[C@@H]2C[C@@H](C)C[C@@H]12	Molecule_1558	-7.785004	-7.287900	-8.620800	4.402065
O=C1O[C@@H](O)[C@@H]2COC[C@@H](CO)COCC(=C(O)O)[C@H](OP(=O)(O)O)[C@H]1O2	Molecule_379	-4.627258	-3.958400	-6.536100	5.065282
NC(=O)[C@@H]1C=CC(=CC=C2C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N2C(=O)[C@@H](O)CCC(=O)O)CC1	Molecule_759	-7.354546	-6.594300	-8.216400	5.042079
C[C@@H]1CCC=C1CC=CC1=CC(=C2C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N2C(=O)[C@@H](O)CCC(=O)O)CC=C1	Molecule_1059	-7.239565	-6.604100	-8.658700	4.994304
O=C(O)Cc1nc2cc(n1)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O[P@@](=O)(O)O[P@](=O)(O)OCOC(=O)CO2	Molecule_626	-5.510316	-4.743500	-6.585900	4.834105
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=c3ccc(C4=C(F)C(=O)CCC4)cc3=CC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_1278	-7.606752	-6.868100	-8.751200	6.725994
CC(=O)OCN1CCc2c(cc(OP(=O)(O)O)c(C(=O)O)c2O)C1=O	Molecule_293	-6.592624	-6.049700	-7.516800	4.506930
NC(=O)N[C@@H]1C=CC2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CC=C2C1	Molecule_966	-7.069510	-6.400300	-8.465200	6.701233
O=c1[nH]ncn1[C@H]1O[C@@H](CO)[C@@H](O)[C@@H]1O[P@](=O)(O)OP(=O)(O)O	Molecule_194	-6.764262	-6.211500	-7.672900	4.606794
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=c3ccc(C4=CC(=O)CCCC4)cc3=CC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_1318	-6.183792	-5.497200	-7.456400	9.136834
O=C(O)C=CCC=CC=C1C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N1C(=O)[C@@H](O)CCC(=O)O	Molecule_679	-6.848198	-6.336900	-7.629700	3.614432
CC(=O)NCc1ccc2c3c1O[P@@](=O)(O)O[C@H]3OC(=CC(C)C)N2C(=O)CCO	Molecule_453	-6.618580	-6.031700	-8.023000	5.206236
C=C1CCC(=N)C1=C1C=C(C)C2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC=C2C1	Molecule_1304	-7.415526	-6.742800	-8.787600	7.912871
CCCCC=CC(=C(F)F)c1ccc2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC=c2c1	Molecule_1442	-6.963188	-6.281000	-8.168400	8.392433
Cc1cc(CC=CC2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CCC2)ccn1	Molecule_1142	-7.374186	-6.866700	-8.465700	4.490015
CC=C(O)OC(=O)N(CCCCC)[C@@H](COP(=O)(O)O)CC(=O)O	Molecule_246	-5.980358	-5.479300	-6.951800	4.071160
C[C@@H]1CC2=CCCC2=CC1=c1ccc2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CCc2n1	Molecule_1517	-7.303800	-6.593200	-9.137100	8.286122
O=C(O)OC[C@@H](COCCO)OP(=O)(O)O	Molecule_42	-5.141896	-4.640600	-6.155200	3.453052
O=C1C=CC2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@H](O)CCC(=O)O)CCC2=C1	Molecule_748	-6.598892	-5.888200	-8.202500	5.255436
O=C(O)CO[C@H]1[C@@H](O)C(=O)OCCO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H](O)[C@@H]1O	Molecule_365	-5.107136	-4.574300	-5.903300	3.963382
NC(=O)N[C@H]1CC2=CCC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@H](O)CCC(=O)O)C=C2[C@@H](CCC(=O)O)C1	Molecule_1408	-6.516756	-5.989200	-8.574100	8.197055
O=C(O)CCO[C@@H]1CO[C@@H](C(F)F)CO[P@](=O)(O)O[P@](=O)(O)O[P@](=O)(O)O[C@H]1CO	Molecule_526	-4.928338	-4.323400	-5.766900	4.415887
O=C(O)CC[C@@H](O)C(=O)N1C(=CC=CCC#CC2=C[C@H](F)[C@@H]3C=CCC=C23)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_1135	-7.396270	-6.814400	-8.302800	4.621955
CCNC(=O)[C@H](O[P@](=O)(O)OP(=O)(O)O)C1=CN=NC1=O	Molecule_121	-6.178672	-5.656500	-7.252200	3.667779
C=C1C[C@@]2(CCCN2)CC1=CC1=CC(=C2C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N2C(=O)[C@@H](O)CCC(=O)O)CC=C1	Molecule_1233	-7.334604	-6.646500	-8.444400	6.363234
O=C1CC=CC=C1[C@H](O)C(=O)[C@H]1C[P@](=O)(O)O[P@@](=O)(OP(=O)(O)O)O1	Molecule_287	-7.476252	-6.954200	-8.637700	4.387321
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3C[C@H]4C(=S)C[C@H]5NC(=O)CC5=C4CC3=CC2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_1407	-7.048040	-6.308800	-8.211000	9.978894
O=C(O)CC[C@H](O)C(=O)N1C(=c2cc3c4=C(CCCc4c2)C(=O)C(=C3)F)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_1052	-7.437846	-6.895400	-8.585800	8.851402
CC=C1C=C(C2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC=C2)C=C2[C@H](O)C(=O)CC[C@H]12	Molecule_1488	-7.706986	-7.157800	-8.809300	6.849759
COC(=O)C[C@@H](OP(=O)(O)O)[C@@H](COC[C@@H](C)CO)OP(=O)(O)O	Molecule_228	-5.847818	-5.230900	-6.537000	3.130250
